device_name,timestamp,device_type,hierarchy_level,vendor,alarm_count_10min,critical_count_10min,major_count_10min,severity_score_sum,unique_alarm_types,has_link_down,has_ptp_sync_loss,has_packet_loss,has_high_cpu,has_high_memory,has_interface_flap,has_cell_unavailable,has_du_unreachable,target_down,device_type_enc,vendor_enc
BLR-MWRLY01-ER01,2025-02-21 23:01:06,Access,9,ERICSSON,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0,1
BLR-MWRLY01-ER01,2025-03-06 23:24:33,Access,9,ERICSSON,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
BLR-MWRLY01-ER01,2025-04-01 22:30:59,Access,9,ERICSSON,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,1
BLR-MWRLY01-ER01,2025-04-17 09:47:20,Access,9,ERICSSON,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,1
BLR-MWRLY01-ER01,2025-04-17 09:50:20,Access,9,ERICSSON,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,1
BLR-MWRLY01-ER01,2025-04-17 09:50:20,Access,9,ERICSSON,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,1
BLR-METRO02-NK01,2025-02-12 14:23:16,Metro,7,NOKIA,1,0,0,1,1,0,0,0,1,0,0,0,0,0,4,3
BLR-METRO02-NK01,2025-02-21 03:22:24,Metro,7,NOKIA,1,1,0,3,1,0,1,0,0,0,0,0,0,0,4,3
BLR-METRO02-NK01,2025-04-08 05:34:27,Metro,7,NOKIA,1,1,0,3,1,1,0,0,0,0,0,0,0,0,4,3
BLR-METRO02-NK01,2025-04-14 20:06:21,Metro,7,NOKIA,1,0,1,2,1,0,0,1,0,0,0,0,0,0,4,3
BLR-METRO02-NK01,2025-05-06 06:26:46,Metro,7,NOKIA,1,0,1,2,1,0,0,1,0,0,0,0,0,0,4,3
MYS-ACC02-HW01,2025-02-13 22:37:50,Access,9,HUAWEI,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,2
MYS-ACC02-HW01,2025-03-14 18:22:44,Access,9,HUAWEI,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,2
MYS-ACC02-HW01,2025-04-07 06:38:23,Access,9,HUAWEI,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,2
MYS-ACC02-HW01,2025-04-07 06:41:23,Access,9,HUAWEI,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,2
MYS-ACC02-HW01,2025-04-07 06:41:23,Access,9,HUAWEI,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,2
MYS-ACC06-ER01,2025-02-14 01:12:17,Access,9,ERICSSON,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1
MYS-ACC06-ER01,2025-03-30 04:18:11,Access,9,ERICSSON,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,1
MYS-ACC06-ER01,2025-04-03 05:35:21,Access,9,ERICSSON,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0,1
MYS-ACC06-ER01,2025-04-17 09:47:20,Access,9,ERICSSON,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,1
MYS-ACC06-ER01,2025-04-17 09:50:20,Access,9,ERICSSON,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,1
MYS-ACC06-ER01,2025-04-17 09:50:20,Access,9,ERICSSON,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,1
MYS-ACC06-ER01,2025-05-08 07:54:16,Access,9,ERICSSON,1,1,0,3,1,0,0,0,0,0,0,0,1,0,0,1
MYS-ACC06-ER01,2025-05-31 13:57:37,Access,9,ERICSSON,1,1,0,3,1,0,0,0,0,0,0,0,1,0,0,1
MYS-ACC06-ER01,2025-06-29 11:41:52,Access,9,ERICSSON,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,1
BLR-AGG01-NK01,2025-02-15 23:07:09,Aggregation,8,NOKIA,1,0,1,2,1,0,0,1,0,0,0,0,0,0,1,3
BLR-AGG01-NK01,2025-04-17 09:45:20,Aggregation,8,NOKIA,1,1,0,3,1,1,0,0,0,0,0,0,0,0,1,3
BLR-AGG01-NK01,2025-05-06 12:23:08,Aggregation,8,NOKIA,1,0,1,2,1,0,0,1,0,0,0,0,0,0,1,3
BLR-AGG01-NK01,2025-06-07 03:20:01,Aggregation,8,NOKIA,1,1,0,3,1,1,0,0,0,0,0,0,0,0,1,3
BLR-AGG01-NK01,2025-06-10 00:02:27,Aggregation,8,NOKIA,1,1,0,3,1,1,0,0,0,0,0,0,0,0,1,3
BLR-AGG01-NK01,2025-06-19 09:11:17,Aggregation,8,NOKIA,1,1,0,3,1,1,0,0,0,0,0,0,0,0,1,3
MGR-ACC03-NK01,2025-02-17 15:36:57,Access,9,NOKIA,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3
MGR-ACC03-NK01,2025-02-25 22:43:45,Access,9,NOKIA,1,1,0,3,1,0,0,0,0,0,0,0,1,0,0,3
MGR-ACC03-NK01,2025-03-01 05:57:43,Access,9,NOKIA,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0,3
MGR-ACC03-NK01,2025-03-26 18:52:23,Access,9,NOKIA,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,3
MGR-ACC03-NK01,2025-04-21 16:00:21,Access,9,NOKIA,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,3
MGR-ACC03-NK01,2025-05-21 09:02:42,Access,9,NOKIA,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3
MGR-ACC03-NK01,2025-06-29 01:09:41,Access,9,NOKIA,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,3
MGR-ACC03-NK01,2025-06-29 01:12:41,Access,9,NOKIA,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,3
MGR-ACC03-NK01,2025-06-29 01:12:41,Access,9,NOKIA,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,3
BLR-ACC05-ER01,2025-02-18 18:30:16,Access,9,ERICSSON,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
BLR-ACC05-ER01,2025-02-21 16:31:09,Access,9,ERICSSON,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,1
BLR-ACC05-ER01,2025-02-21 16:34:09,Access,9,ERICSSON,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,1
BLR-ACC05-ER01,2025-02-21 16:34:09,Access,9,ERICSSON,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,1
BLR-ACC05-ER01,2025-03-05 14:28:24,Access,9,ERICSSON,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,1
BLR-ACC05-ER01,2025-03-05 14:31:24,Access,9,ERICSSON,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,1
BLR-ACC05-ER01,2025-03-05 14:31:24,Access,9,ERICSSON,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,1
BLR-ACC05-ER01,2025-04-20 14:13:53,Access,9,ERICSSON,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
BLR-ACC05-ER01,2025-05-31 21:34:11,Access,9,ERICSSON,1,0,1,2,1,0,0,0,0,0,1,0,0,0,0,1
MGR-METRO02-NK01,2025-02-20 16:29:20,Metro,7,NOKIA,1,0,1,2,1,0,0,0,0,0,1,0,0,0,4,3
MGR-METRO02-NK01,2025-03-06 06:17:29,Metro,7,NOKIA,1,1,0,3,1,0,0,0,0,0,0,0,0,0,4,3
MGR-METRO02-NK01,2025-04-13 18:04:20,Metro,7,NOKIA,1,1,0,3,1,1,0,0,0,0,0,0,0,0,4,3
MGR-METRO02-NK01,2025-06-19 05:02:07,Metro,7,NOKIA,1,0,1,2,1,0,0,1,0,0,0,0,0,0,4,3
OLA_HBL_MGR_01,2025-02-23 20:33:38,DWDM,7,NOKIA,1,0,1,2,1,0,0,0,0,0,0,0,0,0,3,3
OLA_HBL_MGR_01,2025-05-09 09:29:02,DWDM,7,NOKIA,1,1,0,3,1,1,0,0,0,0,0,0,0,0,3,3
OLA_HBL_MGR_01,2025-05-19 00:07:08,DWDM,7,NOKIA,1,1,0,3,1,0,0,0,0,0,0,0,0,0,3,3
MGR-ACC05-ER01,2025-02-23 22:54:06,Access,9,ERICSSON,1,0,1,2,1,0,0,0,0,0,1,0,0,0,0,1
MGR-ACC05-ER01,2025-03-01 12:58:43,Access,9,ERICSSON,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1
MGR-ACC05-ER01,2025-07-01 09:11:52,Access,9,ERICSSON,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0,1
MYS-METRO01-CS01,2025-02-27 04:47:08,Metro,7,CISCO,1,0,1,2,1,0,0,0,0,0,1,0,0,0,4,0
MYS-METRO01-CS01,2025-03-20 19:39:15,Metro,7,CISCO,1,1,0,3,1,0,0,0,0,0,0,0,0,0,4,0
MYS-METRO01-CS01,2025-05-08 20:59:46,Metro,7,CISCO,1,0,1,2,1,0,0,1,0,0,0,0,0,0,4,0
MYS-MWRLY02-ER01,2025-03-03 00:02:17,Access,9,ERICSSON,1,0,1,2,1,0,0,1,0,0,0,0,0,1,0,1
MYS-MWRLY02-ER01,2025-03-03 00:05:17,Access,9,ERICSSON,2,0,2,4,2,0,0,1,0,0,1,0,0,1,0,1
MYS-MWRLY02-ER01,2025-03-03 00:10:17,Access,9,ERICSSON,3,1,2,7,3,1,0,1,0,0,1,0,0,0,0,1
MYS-MWRLY02-ER01,2025-03-19 22:41:42,Access,9,ERICSSON,1,0,1,2,1,0,0,1,0,0,0,0,0,1,0,1
MYS-MWRLY02-ER01,2025-03-19 22:44:42,Access,9,ERICSSON,2,0,2,4,2,0,0,1,0,0,1,0,0,1,0,1
MYS-MWRLY02-ER01,2025-03-19 22:49:42,Access,9,ERICSSON,3,1,2,7,3,1,0,1,0,0,1,0,0,0,0,1
MYS-MWRLY02-ER01,2025-04-05 10:11:45,Access,9,ERICSSON,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0,1
MYS-MWRLY02-ER01,2025-04-09 13:52:23,Access,9,ERICSSON,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
MYS-MWRLY02-ER01,2025-04-20 10:32:15,Access,9,ERICSSON,1,0,1,2,1,0,0,0,0,0,1,0,0,0,0,1
MYS-MWRLY02-ER01,2025-04-24 14:55:46,Access,9,ERICSSON,1,0,1,2,1,0,0,1,0,0,0,0,0,1,0,1
MYS-MWRLY02-ER01,2025-04-24 14:58:46,Access,9,ERICSSON,2,0,2,4,2,0,0,1,0,0,1,0,0,1,0,1
MYS-MWRLY02-ER01,2025-04-24 15:03:46,Access,9,ERICSSON,3,1,2,7,3,1,0,1,0,0,1,0,0,0,0,1
MYS-MWRLY02-ER01,2025-06-28 18:08:30,Access,9,ERICSSON,1,0,1,2,1,0,0,0,0,0,1,0,0,0,0,1
BLR-METRO01-NK01,2025-03-05 16:18:30,Metro,7,NOKIA,1,0,1,2,1,0,0,0,0,0,1,0,0,0,4,3
BLR-METRO01-NK01,2025-04-01 05:38:43,Metro,7,NOKIA,1,1,0,3,1,1,0,0,0,0,0,0,0,0,4,3
BLR-METRO01-NK01,2025-05-05 04:14:52,Metro,7,NOKIA,1,1,0,3,1,0,0,0,0,0,0,0,0,0,4,3
BLR-METRO01-NK01,2025-05-24 04:41:59,Metro,7,NOKIA,1,1,0,3,1,0,0,0,0,0,0,0,0,0,4,3
HBL-ACC06-HW01,2025-03-25 22:22:51,Access,9,HUAWEI,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0,2
HBL-ACC06-HW01,2025-06-15 15:41:31,Access,9,HUAWEI,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0,2
HBL-ACC06-HW01,2025-06-28 02:37:49,Access,9,HUAWEI,1,1,0,3,1,0,0,0,0,0,0,0,1,0,0,2
MGR-ACC06-HW01,2025-04-18 16:45:57,Access,9,HUAWEI,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2
MGR-ACC06-HW01,2025-05-01 05:10:55,Access,9,HUAWEI,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,2
MGR-ACC06-HW01,2025-06-05 13:07:06,Access,9,HUAWEI,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,2
MGR-ACC06-HW01,2025-06-06 14:07:17,Access,9,HUAWEI,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,2
